symbol	chr	ucsc_chr	loc_start	fullname	GO
Scfd2	5	chr5	74854544	sec1 family domain containing 2	GO:0015031,GO:0006810,GO:0006904,GO:0016192
Scg2	1	chr1	79431725	secretogranin II	GO:0005576,GO:0005509,GO:0005125,GO:0001525,GO:0000165
Scg3	9	chr9	75491632	secretogranin III	GO:0005576,GO:0005576,GO:0030141
Scg5	2	chr2	113616957	secretory granule neuroendocrine protein 1, 7B2	GO:0007218,GO:0007218,GO:0005576,GO:0006810,GO:0030141,GO:0016486,GO:0004857,GO:0006886,GO:0046883
Scgb1a1	19	chr19	9158253	secretoglobin, family 1A, member 1	GO:0019834,GO:0005576,GO:0005576,GO:0005488,GO:0050727,GO:0042130,GO:0032689,GO:0032696,GO:0032713,GO:0032714,GO:0032714,GO:0000122,GO:0000122,GO:0043488,GO:0032696,GO:0032713,GO:0005737,GO:0044424
Scgb1c1	7	chr7	148031475	secretoglobin, family 1C, member 1	GO:0005576,GO:0005576,GO:0005488
Scgb3a1	11	chr11	49477162	secretoglobin, family 3A, member 1 type A	GO:0008150,GO:0005125,GO:0005615,GO:0005576
Scgb3a2	18	chr18	43924071	secretoglobin, family 3A, member 2	GO:0005576,GO:0005515,GO:0008150,GO:0005488
Scgn	13	chr13	24045724	secretagogin, EF-hand calcium binding protein	GO:0031410,GO:0005509,GO:0005509,GO:0005737,GO:0016020,GO:0005576
Schip1	3	chr3	68376555	schwannomin interacting protein 1	GO:0005737,GO:0005515,GO:0006807,GO:0042803,GO:0048008,GO:0009791,GO:0048705,GO:0010761,GO:0060021,GO:0001822,GO:0048745,GO:0060325
Scin	12	chr12	40787086	scinderin	GO:0003779,GO:0003779,GO:0005737,GO:0051693,GO:0005856,GO:0005509
Sclt1	3	chr3	41479216	sodium channel associated protein 1	NA
Scly	1	chr1	93197114	selenocysteine lyase	GO:0005737,GO:0016829,GO:0016740,GO:0003824,GO:0030170,GO:0008152,GO:0009000
Scmh1	4	chr4	120134684	sex comb on midleg homolog 1	GO:0006350,GO:0045449,GO:0045449,GO:0016481,GO:0007275,GO:0016564,GO:0005634,GO:0005515
Scml2	X	chrX	157609445	sex comb on midleg-like 2	NA
Scml4	10	chr10	42631881	sex comb on midleg-like 4	GO:0006350,GO:0005634,GO:0045449,GO:0003677
Scn10a	9	chr9	119526791	sodium channel, voltage-gated, type X, alpha	GO:0005272,GO:0006811,GO:0006810,GO:0006814,GO:0005244,GO:0005216,GO:0016021
Scn11a	9	chr9	119663367	sodium channel, voltage-gated, type XI, alpha	GO:0006810,GO:0005272,GO:0031402,GO:0016021,GO:0016020,GO:0016020,GO:0005216,GO:0005216,GO:0006814,GO:0006814,GO:0005244,GO:0006811,GO:0006811,GO:0055085,GO:0005248,GO:0001518
Scn1a	2	chr2	66110941	sodium channel, voltage-gated, type I, alpha	GO:0006811,GO:0006810,GO:0005216,GO:0016021,GO:0030315,GO:0050884,GO:0050884,GO:0019228,GO:0006814,GO:0007628,GO:0007628,GO:0005624,GO:0043194,GO:0030424,GO:0030424,GO:0043025,GO:0043025,GO:0019227,GO:0006814,GO:0019228,GO:0001508,GO:0042391,GO:0005624,GO:0005248,GO:0014704,GO:0033268
Scn1b	7	chr7	31902247	sodium channel, voltage-gated, type I, beta	GO:0006810,GO:0005272,GO:0031402,GO:0016021,GO:0016020,GO:0005216,GO:0006814,GO:0005244,GO:0006811
Scn2a1	2	chr2	65508552	sodium channel, voltage-gated, type II, alpha 1	GO:0016021,GO:0030424,GO:0005624,GO:0005624,GO:0030315,GO:0014704,GO:0005272,GO:0006811,GO:0006810,GO:0005244,GO:0005216,GO:0001518,GO:0005248,GO:0006915,GO:0007399,GO:0006814
Scn2b	9	chr9	44926106	sodium channel, voltage-gated, type II, beta	GO:0005248
Scn3a	2	chr2	65298613	sodium channel, voltage-gated, type III, alpha	GO:0006811,GO:0006810,GO:0005216,GO:0016021,GO:0005737,GO:0005624
Scn3b	9	chr9	40077577	voltage-gated sodium channel beta-3 subunit	GO:0006810,GO:0005272,GO:0031402,GO:0005216,GO:0006814,GO:0005244,GO:0006811,GO:0016021,GO:0016020
Scn4a	11	chr11	106180977	sodium channel, voltage-gated, type IV, alpha	GO:0006810,GO:0005272,GO:0031402,GO:0016021,GO:0016020,GO:0016020,GO:0005216,GO:0005216,GO:0006814,GO:0006814,GO:0005244,GO:0006811,GO:0006811,GO:0055085,GO:0005248,GO:0001518
Scn4b	9	chr9	44947124	sodium channel, type IV, beta	NA
Scn5a	9	chr9	119394695	voltage-gated sodium channel type V alpha	GO:0006810,GO:0005272,GO:0016021,GO:0016020,GO:0016020,GO:0005216,GO:0005216,GO:0005244,GO:0006811,GO:0006811,GO:0005886,GO:0030315,GO:0005248,GO:0001518,GO:0031402,GO:0006814,GO:0006814,GO:0014704,GO:0055085
Scn7a	2	chr2	66513554	sodium channel, voltage-gated, type VII, alpha	GO:0016021,GO:0005272,GO:0006811,GO:0006810,GO:0006814,GO:0005244,GO:0005216
Scn8a	15	chr15	100766755	sodium channel, voltage-gated, type VIII, alpha	GO:0016020,GO:0016020,GO:0005624,GO:0030425,GO:0006810,GO:0005272,GO:0031402,GO:0016021,GO:0005216,GO:0005216,GO:0005248,GO:0000166,GO:0005244,GO:0006811,GO:0006811,GO:0005524,GO:0007626,GO:0007628,GO:0007517,GO:0001518,GO:0006814,GO:0055085,GO:0043025
Scn9a	2	chr2	66321474	sodium channel, voltage-gated, type IX, alpha	GO:0016021,GO:0016020,GO:0016020,GO:0001518,GO:0006810,GO:0005272,GO:0031402,GO:0005216,GO:0005216,GO:0006814,GO:0006814,GO:0005244,GO:0006811,GO:0006811,GO:0055085,GO:0005248,GO:0009791,GO:0048266,GO:0006954
Scnm1	3	chr3	94933705	sodium channel modifier 1	GO:0006397,GO:0046872,GO:0008270,GO:0005634,GO:0008380
Scnn1a	6	chr6	125271901	sodium channel, nonvoltage-gated, type I, alpha	GO:0006810,GO:0005272,GO:0005272,GO:0005216,GO:0016021,GO:0016020,GO:0016020,GO:0015280,GO:0005886,GO:0006811,GO:0006814,GO:0006814,GO:0015280,GO:0009897,GO:0005624,GO:0031402,GO:0050896,GO:0050909,GO:0050699,GO:0034706
Scnn1b	7	chr7	129042752	sodium channel, nonvoltage-gated 1 beta	GO:0006810,GO:0005272,GO:0005272,GO:0016021,GO:0031402,GO:0015280,GO:0050896,GO:0005216,GO:0016020,GO:0016020,GO:0006814,GO:0006814,GO:0005886,GO:0006811,GO:0050909,GO:0050699,GO:0005515,GO:0015280,GO:0009897,GO:0005624,GO:0034706
Scnn1g	7	chr7	128881431	sodium channel, nonvoltage-gated 1 gamma	GO:0005272,GO:0005272,GO:0005216,GO:0016020,GO:0016020,GO:0005886,GO:0015280,GO:0005624,GO:0016021,GO:0015280,GO:0006810,GO:0031402,GO:0006814,GO:0006814,GO:0050896,GO:0006811,GO:0050909,GO:0050699,GO:0009897,GO:0034706
Sco1	11	chr11	66869405	SCO cytochrome oxidase deficient homolog 1	GO:0005507,GO:0005507,GO:0046872,GO:0005739,GO:0006878,GO:0008535,GO:0005743,GO:0006825,GO:0045454
Scoc	8	chr8	85959796	short coiled-coil protein isoform a	GO:0005794,GO:0005634
Scotin	9	chr9	108957516	scotin isoform 2	NA
Scp2	4	chr4	107717354	sterol carrier protein 2, liver	GO:0005737,GO:0008289,GO:0016740,GO:0003824,GO:0005739,GO:0005739,GO:0005777,GO:0016747,GO:0004770,GO:0005498,GO:0016491,GO:0005515,GO:0006869,GO:0006810,GO:0008152,GO:0033814,GO:0007031,GO:0006637
Scpep1	11	chr11	88785975	serine carboxypeptidase 1	GO:0004180
Scrg1	8	chr8	59953113	scrapie responsive gene 1	GO:0005576
Scrib	15	chr15	75877821	PDZ-domain protein scribble	GO:0005737,GO:0030154,GO:0016020,GO:0005886,GO:0016331,GO:0060603,GO:0007275,GO:0030054,GO:0005515,GO:0005515,GO:0050918,GO:0016323,GO:0008105,GO:0016477,GO:0005515,GO:0005515,GO:0005515,GO:0016080,GO:0048488
Scrn1	6	chr6	54459197	secernin 1	GO:0005737,GO:0006887
Scrn2	11	chr11	96891729	secernin 2	NA
Scrn3	2	chr2	73153490	secernin 3	NA
Scrt1	15	chr15	76349171	scratch homolog 1, zinc finger protein	GO:0005634,GO:0008270,GO:0008270,GO:0003676,GO:0005622,GO:0006350,GO:0003677,GO:0045449,GO:0046872
Scs	6	chr6	95516389	Mus musculus GTP-specific succinyl-CoA synthetase beta subunit (Scs) mRNA, partial cds.	NA
Sct	7	chr7	148464308	secretin	GO:0005179,GO:0005179,GO:0005576,GO:0005576
Sctr	1	chr1	121903833	secretin receptor	NA
Scube1	15	chr15	83437754	signal peptide, CUB domain, EGF-like 1	GO:0016020,GO:0005576,GO:0005509,GO:0005509,GO:0005886
Scube2	7	chr7	116942766	Cegp1 protein	GO:0019897,GO:0008150,GO:0042802,GO:0005615
Scube3	17	chr17	28297842	signal peptide, CUB domain, EGF-like 3	NA
Scx	15	chr15	76288031	scleraxis	GO:0006350,GO:0005634,GO:0005634,GO:0045449,GO:0045449,GO:0007275,GO:0003677,GO:0030528
Scyb10	5	chr5	92776826	Mus musculus interferon-gamma inducible protein 10 precursor (Scyb10) mRNA, complete cds.	NA
Scye1	3	chr3	132323538	small inducible cytokine subfamily E, member 1	NA
Scyl1	19	chr19	5758571	SCY1-like 1	GO:0005856,GO:0006810,GO:0016192,GO:0005794,GO:0006468,GO:0004672,GO:0004713,GO:0005524,GO:0005488,GO:0005515,GO:0005737,GO:0030126
Scyl1bp1	1	chr1	165316383	SCY1-like 1 binding protein 1	NA
Scyl2	10	chr10	89103213	D10Ertd802e protein	GO:0005737,GO:0031410,GO:0016020,GO:0005768,GO:0005794,GO:0006468,GO:0005524,GO:0004672
Scyl3	1	chr1	165882099	ezrin-binding partner PACE-1	GO:0005737,GO:0005794,GO:0042995,GO:0006468,GO:0005524,GO:0004672
Sdad1	5	chr5	92730828	SDA1 domain containing 1	GO:0015031,GO:0005634,GO:0006810,GO:0042254
Sdc1	12	chr12	8778441	syndecan 1	GO:0048627,GO:0016021,GO:0016020,GO:0016020,GO:0008092,GO:0009986,GO:0060070
Sdc2	15	chr15	32851000	syndecan 2	GO:0016021,GO:0016020,GO:0016020,GO:0008092
Sdc3	4	chr4	130348585	syndecan 3	GO:0016021,GO:0016020,GO:0016020,GO:0008092
Sdc4	2	chr2	164251585	syndecan 4	GO:0016021,GO:0016020,GO:0016020,GO:0008092,GO:0009986
Sdcbp	4	chr4	6304238	syndecan binding protein isoform 1	GO:0016020,GO:0005895,GO:0005515,GO:0005137,GO:0007265
Sdcbp2	2	chr2	151408447	syndecan binding protein (syntenin) 2	GO:0005515
Sdccag1	12	chr12	70425888	serologically defined colon cancer antigen 1	GO:0005634
Sdccag10	13	chr13	105421655	serologically defined colon cancer antigen 10	GO:0006457,GO:0016853,GO:0003755,GO:0003755,GO:0003755,GO:0005634
Sdccag3	2	chr2	26239117	serologically defined colon cancer antigen 3	GO:0005737
Sdccag8	1	chr1	178745119	centrosomal colon cancer autoantigen	GO:0005737,GO:0005856,GO:0005813
Sdf2	11	chr11	78059521	stromal cell derived factor 2	GO:0005576,GO:0016020
Sdf2l1	16	chr16	17130599	stromal cell-derived factor 2-like 1	GO:0008150,GO:0003674,GO:0005783,GO:0016020
Sdf4	4	chr4	155370304	stromal cell derived factor 4	GO:0005794,GO:0005509,GO:0005509,GO:0005625,GO:0045444
Sdha	13	chr13	74460534	succinate dehydrogenase Fp subunit	GO:0022900,GO:0022900,GO:0055114,GO:0055114,GO:0006810,GO:0016020,GO:0006099,GO:0006099,GO:0016491,GO:0016491,GO:0050660,GO:0005739,GO:0016627,GO:0009055,GO:0008177,GO:0005739,GO:0005739,GO:0005743
Sdhb	4	chr4	140517319	succinate dehydrogenase complex, subunit B, iron	GO:0051537,GO:0051538,GO:0051539,GO:0051536,GO:0051536,GO:0016020,GO:0006099,GO:0006099,GO:0006810,GO:0005506,GO:0046872,GO:0016491,GO:0016491,GO:0009055,GO:0008177,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005743,GO:0022900,GO:0055114,GO:0055114
Sdhc	1	chr1	173059931	succinate dehydrogenase complex, subunit C,	GO:0006810,GO:0016021,GO:0016020,GO:0016020,GO:0005743,GO:0006099,GO:0006099,GO:0022900,GO:0005506,GO:0046872,GO:0000104,GO:0009055,GO:0005739,GO:0005739,GO:0005739
Sdhd	9	chr9	50405189	succinate dehydrogenase complex, subunit D,	GO:0016021,GO:0016021,GO:0016020,GO:0005740,GO:0006810,GO:0005739,GO:0005739,GO:0005739,GO:0005743,GO:0006099,GO:0006099,GO:0022900,GO:0005506,GO:0005506,GO:0046872,GO:0020037
Sdk1	5	chr5	142332982	sidekick 1	GO:0007155,GO:0016021,GO:0016020,GO:0005515
Sdk2	11	chr11	113709876	sidekick 2	GO:0016021,GO:0016020,GO:0005515,GO:0007155
Sdpr	1	chr1	51346229	serum deprivation response	GO:0005737,GO:0016020,GO:0008289,GO:0005515,GO:0045944
Sdro	10	chr10	127339339	retinol dehydrogenase similar protein	NA
Sds	5	chr5	120929089	serine dehydratase	GO:0005737,GO:0016829,GO:0006094,GO:0003824,GO:0006520,GO:0030170,GO:0008152,GO:0003941,GO:0004794
Sdsl	5	chr5	120908366	serine dehydratase-like	GO:0016829,GO:0005739,GO:0008150,GO:0005575,GO:0003674,GO:0003824,GO:0030170,GO:0008152,GO:0003941,GO:0004794
Sebox	11	chr11	78317051	SEBOX homeobox	GO:0005634,GO:0005634,GO:0003677,GO:0003677,GO:0007275,GO:0003700,GO:0030528,GO:0008150,GO:0005575,GO:0003674,GO:0030154,GO:0006350,GO:0045449,GO:0045449,GO:0043565,GO:0006355
Sec1	7	chr7	52933821	secretory blood group 1	GO:0008107,GO:0008107,GO:0005975,GO:0008417,GO:0006486,GO:0005794,GO:0005794,GO:0016740,GO:0016020,GO:0016020,GO:0016021,GO:0016757
Sec11a	7	chr7	88060739	Sec11-like 1	GO:0016787,GO:0005783,GO:0005792,GO:0016021,GO:0016021,GO:0016020,GO:0016020,GO:0008233,GO:0008233,GO:0006465,GO:0006508,GO:0008236
Sec11c	18	chr18	65960278	Sec11-like 3	GO:0016021,GO:0016021,GO:0016020,GO:0016020,GO:0016787,GO:0005783,GO:0005792,GO:0008233,GO:0008233,GO:0006465,GO:0006508,GO:0008236
Sec13	6	chr6	113678343	SEC13-like 1	GO:0015031,GO:0006810,GO:0006888
Sec14l1	11	chr11	116978503	SEC14-like 1	NA
Sec14l2	11	chr11	3998307	SEC14-like 2	GO:0005737,GO:0005634,GO:0006810,GO:0006810,GO:0008289,GO:0006350,GO:0045449,GO:0005215,GO:0005622
Sec14l3	11	chr11	3964954	SEC14-like 3	NA
Sec14l4	11	chr11	3931848	SEC14 (S. cerevisiae)-like 2	NA
Sec15l2	6	chr6	84784974	14 days embryo lung cDNA, RIKEN full-length enriched library, clone:G630093O12 product:SEC15-like 2 (S. cerevisiae), full insert sequence.	NA
Sec16a	2	chr2	26266404	SEC16 homolog A	GO:0005886,GO:0004445
Sec16b	1	chr1	159466015	SEC16 homolog B	GO:0005794,GO:0006810,GO:0005783,GO:0016020,GO:0015031,GO:0016192,GO:0005575,GO:0003674,GO:0008150
Sec20	17	chr17	26918037	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930429G21 product:hypothetical protein, full insert sequence.	NA
Sec22a	16	chr16	35314172	SEC22 vesicle trafficking protein homolog A	GO:0006810,GO:0005783,GO:0016021,GO:0016021,GO:0016020,GO:0015031,GO:0016192,GO:0016192
Sec22b	3	chr3	97705268	SEC22 vesicle trafficking protein-like 1	GO:0005794,GO:0006810,GO:0005783,GO:0016021,GO:0016021,GO:0015031,GO:0005789,GO:0000139,GO:0000139,GO:0016192,GO:0006888,GO:0016020
Sec22c	9	chr9	121593775	SEC22 vesicle trafficking protein-like 3	GO:0015031,GO:0016192,GO:0016192,GO:0006810,GO:0005783,GO:0016021,GO:0016021,GO:0016020
Sec23a	12	chr12	60060983	SEC23A	GO:0005794,GO:0006810,GO:0015031,GO:0016192,GO:0006888,GO:0030127,GO:0005515,GO:0008270,GO:0006886,GO:0048471,GO:0005783,GO:0016020,GO:0000139
Sec23b	2	chr2	144384956	SEC23B	GO:0006810,GO:0015031,GO:0016192,GO:0006886,GO:0006888,GO:0008270,GO:0048471,GO:0005794,GO:0005783,GO:0016020,GO:0030127,GO:0005515
Sec23ip	7	chr7	135888535	Sec23 interacting protein	GO:0031410,GO:0016020,GO:0005783,GO:0046872
Sec24a	11	chr11	51542939	SEC24 related gene family, member A	GO:0005737,GO:0005794,GO:0006810,GO:0005783,GO:0016020,GO:0015031,GO:0016192,GO:0006886,GO:0006888,GO:0030127,GO:0005515,GO:0008270
Sec24b	3	chr3	129693212	SEC24 related gene family, member B	GO:0015031,GO:0006810
Sec24c	14	chr14	21495207	SEC24 related gene family, member C	GO:0015031,GO:0006810
Sec24d	3	chr3	122972553	SEC24 related gene family, member D	NA
Sec31a	5	chr5	100807846	Mus musculus 10 days neonate olfactory brain cDNA, RIKEN full-length enriched library, clone:E530119K10 product:SEC31-like 1 (S. cerevisiae), full insert sequence.	GO:0005737,GO:0006810,GO:0005783,GO:0031410,GO:0005768,GO:0016020,GO:0015031,GO:0016192
Sec31b	19	chr19	44591798	SEC31-like 2	GO:0005737,GO:0006810,GO:0005783,GO:0031410,GO:0016020,GO:0015031,GO:0016192
Sec31l1	5	chr5	100791069	10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810024J13 product:hypothetical protein, full insert sequence. (Fragment).	NA
Sec61a1	6	chr6	88456707	Sec61 alpha subunit homolog	GO:0055085,GO:0006810,GO:0005783,GO:0016021,GO:0016020,GO:0016020,GO:0015031,GO:0015031,GO:0015450,GO:0043022
Sec61a2	2	chr2	5792880	Sec61, alpha subunit 2	GO:0015031,GO:0015031,GO:0055085,GO:0043022,GO:0006810,GO:0005783,GO:0016021,GO:0016020,GO:0016020,GO:0015450
Sec61b	4	chr4	47487622	Sec61 beta subunit	GO:0006810,GO:0005783,GO:0016021,GO:0016020,GO:0015031,GO:0055085,GO:0043022,GO:0008150,GO:0005575
Sec61g	11	chr11	16401800	SEC61, gamma subunit	GO:0006810,GO:0005783,GO:0016021,GO:0016020,GO:0016020,GO:0015031,GO:0015031,GO:0055085,GO:0006886,GO:0015450,GO:0006605,GO:0008150,GO:0005575,GO:0003674
Sec63	10	chr10	42481570	SEC63-like	NA
Secisbp2	13	chr13	51747153	SECIS binding protein 2	GO:0005739
Sectm1a	11	chr11	120930035	secreted and transmembrane 1A	GO:0016020,GO:0016021,GO:0005576,GO:0005886
Sectm1b	11	chr11	120916188	secreted and transmembrane 1B	GO:0016020,GO:0016021,GO:0005576,GO:0005886,GO:0005887
Sef	14	chr14	27852289	Mus musculus transmembrane protein (Sef) mRNA, complete cds.	NA
Seh1l	18	chr18	67934663	sec13-like protein isoform a	GO:0007067,GO:0005643,GO:0005634,GO:0006810,GO:0051301,GO:0015031,GO:0007059,GO:0051028,GO:0055085,GO:0007049
Sel1h	12	chr12	93080027	Adult female placenta cDNA, RIKEN full-length enriched library, clone:1600026C08 product:Sel1 (suppressor of lin-12) 1 homolog (C. elegans), full insert sequence.	NA
Sel1l	12	chr12	93058421	Sel1 (suppressor of lin-12) 1 homolog isoform a	GO:0016020,GO:0016021,GO:0007219,GO:0005783,GO:0005488
Sel1l2	2	chr2	140055667	sel-1 suppressor of lin-12-like 2	GO:0016021,GO:0016020,GO:0005488
Sele	1	chr1	165978816	selectin, endothelial cell	GO:0007155,GO:0007155,GO:0016021,GO:0016020,GO:0016020,GO:0005529,GO:0005515,GO:0005488,GO:0002687
Selenbp1	3	chr3	94737080	selenium binding protein 1	GO:0050873,GO:0008430,GO:0005737,GO:0006810,GO:0005634,GO:0016020,GO:0015031
Selenbp2	3	chr3	94497580	selenium binding protein 2	GO:0006810,GO:0008430,GO:0008430,GO:0015031,GO:0005737,GO:0005634,GO:0016020
Selk	14	chr14	30781703	selenoprotein K	GO:0008430
Sell	1	chr1	165992319	selectin, lymphocyte	GO:0033198,GO:0007155,GO:0007155,GO:0016021,GO:0016020,GO:0016020,GO:0005529,GO:0005515,GO:0005488,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0009897,GO:0005886,GO:0009897
Selm	11	chr11	3414947	selenoprotein M precursor	GO:0005737,GO:0008430,GO:0005783,GO:0005794,GO:0003674,GO:0008150
Selp	1	chr1	166053832	selectin, platelet	GO:0016021,GO:0005515,GO:0005515,GO:0005515,GO:0005529,GO:0005488,GO:0005624,GO:0016020,GO:0016020,GO:0006954,GO:0031092,GO:0007155,GO:0007155,GO:0009897,GO:0001948,GO:0007157,GO:0007159,GO:0033691,GO:0050901,GO:0009897,GO:0048306,GO:0002687,GO:0002687,GO:0010572,GO:0007157,GO:0007159
Selpl	5	chr5	114268718	NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630040D17 product:selectin, platelet (p-selectin) ligand, full insert sequence.	NA
Selplg	5	chr5	114269643	selectin, platelet (p-selectin) ligand	GO:0016021,GO:0016020,GO:0005529,GO:0005515,GO:0005886,GO:0007155,GO:0050901
Sema3a	5	chr5	13399957	semaphorin 3A	GO:0030154,GO:0007275,GO:0007399,GO:0045499,GO:0050919,GO:0048843,GO:0048843,GO:0048843,GO:0002027,GO:0007413,GO:0007411,GO:0007411,GO:0007411,GO:0007411,GO:0030517,GO:0030517,GO:0005576,GO:0060666,GO:0060666,GO:0010633,GO:0005576
Sema3b	9	chr9	107501101	semaphorin 3B	GO:0030154,GO:0007275,GO:0007399,GO:0005576,GO:0016020
Sema3c	5	chr5	17200487	semaphorin 3C	GO:0060666,GO:0030154,GO:0007275,GO:0007399,GO:0005576,GO:0005615,GO:0030215,GO:0009791,GO:0007507,GO:0001755,GO:0001974
Sema3d	5	chr5	12448028	semaphorin 3D	GO:0007399,GO:0030154,GO:0007275,GO:0005576,GO:0016020
Sema3e	5	chr5	14025909	semaphorin 3E	GO:0030154,GO:0007275,GO:0007399,GO:0005576
Sema3f	9	chr9	107584759	sema domain, immunoglobulin domain (Ig), short	GO:0048843,GO:0048843,GO:0005576,GO:0045499,GO:0045499,GO:0001755,GO:0050919,GO:0050919,GO:0050919
Sema3g	14	chr14	32031096	sema domain, immunoglobulin domain (Ig), short	GO:0005576
Sema4a	3	chr3	88240581	sema domain, immunoglobulin domain (Ig),	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399
Sema4b	7	chr7	87343538	semaphorin 4B precursor	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399
Sema4c	1	chr1	36606383	Semaphorin-4C precursor (Semaphorin I) (Sema I) (Semaphorin C-like 1) (M-Sema F).	GO:0030154,GO:0007399,GO:0042692,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0005515,GO:0014069,GO:0030672,GO:0042692
Sema4d	13	chr13	51797977	semaphorin 4D	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399,GO:0005102,GO:0050772,GO:0050772
Sema4f	6	chr6	82863484	sema domain, immunoglobulin domain (Ig), TM	GO:0016020,GO:0016020,GO:0007275,GO:0005886,GO:0016021,GO:0000299,GO:0019717,GO:0005515,GO:0030154,GO:0007399,GO:0030517,GO:0045202,GO:0045211,GO:0031290
Sema4g	19	chr19	45067004	semaphorin 4G	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399
Sema5a	15	chr15	32347140	semaphorin 5A	GO:0030154,GO:0016020,GO:0016020,GO:0007275,GO:0016021,GO:0007399,GO:0008046,GO:0007411,GO:0001569,GO:0048754
Sema5b	16	chr16	35622712	semaphorin 5B	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399
Sema6a	18	chr18	47436204	sema domain, transmembrane domain (TM), and	GO:0030154,GO:0016021,GO:0005515,GO:0005515,GO:0007275,GO:0007399,GO:0007411,GO:0030424,GO:0016020,GO:0006915,GO:0051642,GO:0030215,GO:0030215,GO:0007166
Sema6b	17	chr17	56263423	sema domain, transmembrane domain (TM), and	GO:0030154,GO:0016021,GO:0016020,GO:0016020,GO:0007275,GO:0007399
Sema6c	3	chr3	94968314	sema domain, transmembrane domain (TM), and	GO:0030154,GO:0016021,GO:0016020,GO:0007275,GO:0007399
Sema6d	2	chr2	124479370	sema domain, transmembrane domain (TM), and	GO:0016020,GO:0016020,GO:0005575,GO:0003674,GO:0008150,GO:0030154,GO:0016021,GO:0007275,GO:0007399
Sema7a	9	chr9	57787957	semaphorin 7A	GO:0030154,GO:0007399,GO:0016020,GO:0016020,GO:0005886,GO:0007275,GO:0031225
Semcap2	3	chr3	151756804	Mus musculus semaF cytoplasmic domain associated protein 2 (Semcap2) mRNA, complete cds.	NA
Semcap3	6	chr6	101129946	Mus musculus semaphorin cytoplasmic domain-associated protein 3A (Semcap3) mRNA, complete cds.	NA
Senp1	15	chr15	97895245	SUMO1/sentrin specific peptidase 1	GO:0005737,GO:0016787,GO:0005634,GO:0019941,GO:0007275,GO:0008233,GO:0008234,GO:0008234,GO:0016926,GO:0016926,GO:0006508
Senp2	16	chr16	22009714	SUMO/sentrin specific peptidase 2	GO:0005737,GO:0016787,GO:0016020,GO:0008233,GO:0005643,GO:0031410,GO:0005634,GO:0006810,GO:0019941,GO:0008234,GO:0008234,GO:0016055,GO:0006350,GO:0015031,GO:0045449,GO:0051028,GO:0055085,GO:0006508,GO:0016926
Senp3	11	chr11	69487027	SUMO/sentrin specific peptidase 3	GO:0016787,GO:0005634,GO:0008233,GO:0008234,GO:0008234,GO:0005730,GO:0005515,GO:0004843,GO:0019538,GO:0019941,GO:0006508
Senp5	16	chr16	31977741	SUMO/sentrin specific peptidase 5	GO:0016787,GO:0005634,GO:0019941,GO:0051301,GO:0008233,GO:0008234,GO:0008234,GO:0007049,GO:0006508
Senp6	9	chr9	79984217	SUMO/sentrin specific protease 6	GO:0016787,GO:0005634,GO:0019941,GO:0008233,GO:0008234,GO:0008234,GO:0006508,GO:0003676,GO:0008270
Senp7	16	chr16	56075651	SUMO1/sentrin specific protease 7 isoform 2	GO:0016787,GO:0008233,GO:0019941,GO:0008234,GO:0008234,GO:0006508
Senp8	9	chr9	59584973	SUMO/sentrin specific peptidase 8	GO:0016787,GO:0008234,GO:0019784,GO:0019784,GO:0008233,GO:0019941,GO:0006508
Sep15	3	chr3	144233688	15 kDa selenoprotein precursor	GO:0051084,GO:0005783,GO:0005788,GO:0005515,GO:0008430
Sephs1	2	chr2	4805458	selenophosphate synthetase 1	GO:0016740,GO:0008430,GO:0005524,GO:0005524,GO:0016301,GO:0000166,GO:0003824,GO:0004756,GO:0004756
Sephs2	7	chr7	134416074	selenophosphate synthetase 2	GO:0016740,GO:0008430,GO:0005524,GO:0005524,GO:0016301,GO:0000166,GO:0003824,GO:0004756,GO:0004756
Sepn1	4	chr4	134095530	selenoprotein N, 1	GO:0005575,GO:0003674,GO:0008150
Sepp1	15	chr15	3224673	selenoprotein P precursor	GO:0005576,GO:0005615,GO:0005615,GO:0008430,GO:0007626,GO:0007626,GO:0007626,GO:0040007,GO:0040007,GO:0040007,GO:0019953,GO:0007420,GO:0009791,GO:0009791,GO:0001887,GO:0001887,GO:0001887,GO:0001887
Sepsecs	5	chr5	53035042	DNA segment, Chr 5, ERATO Doi 135, expressed	GO:0005634,GO:0016740,GO:0008430,GO:0006412,GO:0000049,GO:0005515,GO:0005737,GO:0001514
