symbol	chr	ucsc_chr	loc_start	fullname	GO
TUBGCP2	10	10	135093269	tubulin, gamma complex associated protein 2	GO:0000086,GO:0000278,GO:0000922,GO:0005515,GO:0005737,GO:0005815,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0005881,GO:0006461,GO:0007020
TUBGCP3	13	13	113140306	tubulin, gamma complex associated protein 3	GO:0000086,GO:0000278,GO:0005198,GO:0005200,GO:0005515,GO:0005515,GO:0005737,GO:0005813,GO:0005813,GO:0005814,GO:0005819,GO:0005827,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0005874,GO:0007020,GO:0007020,GO:0007338,GO:0043015
TUBGCP4	15	15	43663552	tubulin, gamma complex associated protein 4	GO:0000086,GO:0000278,GO:0000922,GO:0005200,GO:0005737,GO:0005813,GO:0005829,GO:0005829,GO:0005829,GO:0005874,GO:0006461,GO:0007020,GO:0008274,GO:0015630
TUBGCP5	15	15	22833524	tubulin, gamma complex associated protein 5	GO:0000086,GO:0000278,GO:0005737,GO:0005815,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0005874,GO:0007020,GO:0008017,GO:0008274,GO:0000922
TUBGCP6	22	22	50656164	tubulin, gamma complex associated protein 6	GO:0000086,GO:0000278,GO:0000922,GO:0005737,GO:0005815,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0005874,GO:0007020,GO:0008017,GO:0008274
TUFM	16	16	28854295	Tu translation elongation factor, mitochondrial	GO:0000166,GO:0003746,GO:0003924,GO:0005515,GO:0005525,GO:0005622,GO:0005739,GO:0005739,GO:0006414,GO:0042645
TUFT1	1	1	151512842	tuftelin 1	GO:0005576,GO:0005737,GO:0030282,GO:0030345,GO:0042476
TUG1	22	22	31375380	taurine upregulated 1 (non-protein coding)	NA
TULP1	6	6	35466103	tubby like protein 1	GO:0001750,GO:0001917,GO:0005515,GO:0005515,GO:0005515,GO:0005546,GO:0005576,GO:0005737,GO:0005886,GO:0007601,GO:0007602,GO:0008020,GO:0016358,GO:0030054,GO:0042462,GO:0042995,GO:0045202,GO:0045494,GO:0050766,GO:0050896,GO:0051015
TULP2	19	19	49384267	tubby like protein 2	GO:0005576,GO:0005737,GO:0007601
TULP3	12	12	3000113	tubby like protein 3	GO:0001701,GO:0001843,GO:0005546,GO:0005576,GO:0005634,GO:0005737,GO:0005886,GO:0005929,GO:0006355,GO:0007186,GO:0007275,GO:0007420,GO:0021914,GO:0021915,GO:0021953,GO:0031076,GO:0035085,GO:0042733,GO:0048702,GO:0060173,GO:0060434,GO:0060831
TULP4	6	6	158735048	tubby like protein 4	GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0006351,GO:0006355,GO:0007584,GO:0035556
TUSC1	9	9	25677680	tumor suppressor candidate 1	NA
TUSC2	3	3	50363551	tumor suppressor candidate 2	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0007049,GO:0007267,GO:0008283
TUSC3	8	8	15397939	tumor suppressor candidate 3	GO:0004579,GO:0005783,GO:0005789,GO:0008250,GO:0016020,GO:0016021,GO:0018279,GO:0018279,GO:0043687,GO:0044267,GO:0045454
TUSC4	3	3	50385036	tumor suppressor candidate 4	NA
TUSC5	17	17	1183295	tumor suppressor candidate 5	GO:0016020,GO:0016021,GO:0009607
TUT1	11	11	62342565	terminal uridylyl transferase 1, U6 snRNA-specific	GO:0000166,GO:0003723,GO:0003730,GO:0004652,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005730,GO:0005847,GO:0005847,GO:0006378,GO:0006378,GO:0006379,GO:0016180,GO:0016607,GO:0016607,GO:0016740,GO:0016779,GO:0019899,GO:0046872,GO:0050265,GO:0050265,GO:0071044,GO:0008270,GO:0005622
TWF1	12	12	44189387	Twf1p	GO:0003779,GO:0004713,GO:0005622,GO:0005737,GO:0006468,GO:0015629
TWF2	3	3	52263049	twinfilin, actin-binding protein, homolog 2 (Drosophila)	GO:0003779,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005856,GO:0048471,GO:0005622
TWIST1	7	7	19156335	twist homolog 1 (Drosophila)	GO:0000122,GO:0001501,GO:0001701,GO:0001764,GO:0001843,GO:0003677,GO:0003700,GO:0004857,GO:0005515,GO:0005634,GO:0006355,GO:0006915,GO:0007275,GO:0007517,GO:0008134,GO:0009653,GO:0019904,GO:0032720,GO:0035115,GO:0035137,GO:0042733,GO:0042803,GO:0043086,GO:0045668,GO:0045843,GO:0045944,GO:0046982,GO:0048701,GO:0060363,GO:0070888
TWIST2	2	2	239756856	twist homolog 2 (Drosophila)	GO:0000122,GO:0003677,GO:0003682,GO:0003700,GO:0005515,GO:0005634,GO:0005667,GO:0005737,GO:0006916,GO:0007275,GO:0019904,GO:0032720,GO:0044092,GO:0045668,GO:0045892,GO:0048701
TWISTNB	7	7	19737938	TWIST neighbor	GO:0003899,GO:0005634,GO:0005730,GO:0015630
TWSG1	18	18	9337227	twisted gastrulation homolog 1 (Drosophila)	GO:0001503,GO:0001707,GO:0005576,GO:0005615,GO:0007435,GO:0009790,GO:0009888,GO:0030097,GO:0030154,GO:0030513,GO:0030514,GO:0030900,GO:0043010,GO:0045668
TXK	4	4	48069653	TXK tyrosine kinase	GO:0000166,GO:0004715,GO:0005524,GO:0005737,GO:0006468
TXLNA	1	1	32645946	taxilin alpha	GO:0005125,GO:0005515,GO:0005576,GO:0005737,GO:0006887,GO:0008283,GO:0030372
TXLNB	6	6	139563662	taxilin beta	GO:0005737
TXLNG	X	X	16804610	taxilin gamma	GO:0005634,GO:0005737,GO:0005829,GO:0006355,GO:0007049,GO:0016020,GO:0031965
TXN	9	9	113006436	thioredoxin	GO:0000122,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005576,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005739,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006355,GO:0006810,GO:0006928,GO:0007165,GO:0007267,GO:0008283,GO:0009314,GO:0015037,GO:0015949,GO:0022900,GO:0033158,GO:0043388,GO:0045454,GO:0046826,GO:0055086,GO:0055114,GO:0015035,GO:0009055,GO:0006662
TXN2	22	22	36863850	thioredoxin 2	GO:0001666,GO:0005730,GO:0005739,GO:0006810,GO:0006979,GO:0007584,GO:0008113,GO:0009725,GO:0009749,GO:0014070,GO:0015035,GO:0022900,GO:0031669,GO:0032403,GO:0033743,GO:0042493,GO:0048678,GO:0045454,GO:0009055,GO:0006662
TXNDC11	16	16	11773050	thioredoxin domain containing 11	GO:0005783,GO:0005789,GO:0016020,GO:0016021,GO:0045454
TXNDC12	1	1	52486604	thioredoxin domain containing 12 (endoplasmic reticulum)	GO:0005783,GO:0005788,GO:0016491,GO:0019153,GO:0045454
TXNDC15	5	5	134210117	thioredoxin domain containing 15	GO:0016020,GO:0016021,GO:0045454
TXNDC16	14	14	52899021	thioredoxin domain containing 16	GO:0005576,GO:0045454
TXNDC17	17	17	6544402	thioredoxin domain containing 17	GO:0004601,GO:0005515,GO:0005737,GO:0005829,GO:0009055,GO:0033209,GO:0047134,GO:0047134,GO:0047134
TXNDC2	18	18	9886171	thioredoxin domain containing 2 (spermatozoa)	GO:0001520,GO:0004791,GO:0004791,GO:0005737,GO:0005737,GO:0006467,GO:0006662,GO:0007275,GO:0007283,GO:0009055,GO:0009434,GO:0015035,GO:0030154,GO:0045454,GO:0045735
TXNDC3	7	7	37889868	thioredoxin domain containing 3 (spermatozoa)	GO:0004550,GO:0005737,GO:0006183,GO:0006228,GO:0006241,GO:0007275,GO:0007283,GO:0015630,GO:0030154,GO:0045454,GO:0005524
TXNDC5	6	6	7883376	thioredoxin domain containing 5 (endoplasmic reticulum)	GO:0005783,GO:0005788,GO:0006892,GO:0006916,GO:0016044,GO:0016853,GO:0043202,GO:0045454,GO:0015035,GO:0009055,GO:0006662
TXNDC6	3	3	137981381	thioredoxin domain containing 6	GO:0004550,GO:0005524,GO:0005737,GO:0005856,GO:0006183,GO:0006228,GO:0006241,GO:0045454
TXNDC8	9	9	113065961	thioredoxin domain containing 8 (spermatozoa)	GO:0005737,GO:0005794,GO:0006662,GO:0007275,GO:0007283,GO:0009055,GO:0015035,GO:0030154,GO:0045454
TXNDC9	2	2	99936144	thioredoxin domain containing 9	GO:0005515,GO:0005575,GO:0008150,GO:0045454
TXNIP	1	1	145438802	thioredoxin interacting protein	GO:0000122,GO:0004857,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0005758,GO:0006355,GO:0006606,GO:0006979,GO:0007049,GO:0009612,GO:0009749,GO:0030216,GO:0031625,GO:0032355,GO:0032570,GO:0042127,GO:0042493,GO:0042542,GO:0043065,GO:0048008,GO:0051592
TXNL1	18	18	54305920	thioredoxin-like 1	GO:0005737,GO:0005737,GO:0006662,GO:0006810,GO:0009055,GO:0015035,GO:0015036,GO:0022900,GO:0045454
TXNL4A	18	18	77733684	thioredoxin-like 4A	GO:0000245,GO:0000375,GO:0000398,GO:0000398,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005681,GO:0007049,GO:0007067,GO:0008380,GO:0010467,GO:0051301
TXNL4B	16	16	72120535	thioredoxin-like 4B	GO:0005634,GO:0006397,GO:0007049,GO:0008380,GO:0007067,GO:0005681
TXNRD1	12	12	104681114	thioredoxin reductase 1	GO:0004791,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006810,GO:0007165,GO:0009055,GO:0015035,GO:0015949,GO:0016491,GO:0022900,GO:0044255,GO:0045454,GO:0050660,GO:0050661,GO:0055086
TXNRD2	22	22	19864627	thioredoxin reductase 2	GO:0000305,GO:0004791,GO:0005515,GO:0005737,GO:0005739,GO:0005739,GO:0010269,GO:0016491,GO:0042803,GO:0045454,GO:0050660,GO:0050661
TXNRD3IT1	3	3	126290874	thioredoxin reductase 3 intronic transcript 1	NA
TYK2	19	19	10461509	tyrosine kinase 2	GO:0000166,GO:0004713,GO:0004713,GO:0004715,GO:0005131,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0019221,GO:0060337,GO:0060338,GO:0005856,GO:0016020,GO:0007243,GO:0006468
TYMP	22	22	50964198	thymidine phosphorylase	GO:0000002,GO:0001525,GO:0005161,GO:0005829,GO:0005829,GO:0006206,GO:0006220,GO:0006260,GO:0006935,GO:0007275,GO:0008083,GO:0009032,GO:0016763,GO:0016763,GO:0030154,GO:0043097,GO:0046135,GO:0055086,GO:0016154,GO:0008152
TYMS	18	18	657742	thymidylate synthetase	GO:0000082,GO:0000083,GO:0000166,GO:0000278,GO:0004799,GO:0005542,GO:0005625,GO:0005829,GO:0006139,GO:0006206,GO:0006231,GO:0006260,GO:0006281,GO:0007568,GO:0008168,GO:0009157,GO:0009165,GO:0016740,GO:0019088,GO:0031100,GO:0042493,GO:0046078,GO:0046134,GO:0046683,GO:0048015,GO:0048037,GO:0048589,GO:0051216,GO:0051384,GO:0055086,GO:0060574
TYR	11	11	88911121	tyrosinase (oculocutaneous albinism IA)	GO:0004497,GO:0004503,GO:0005507,GO:0005515,GO:0005515,GO:0005737,GO:0005764,GO:0005798,GO:0006583,GO:0006726,GO:0007601,GO:0008283,GO:0016020,GO:0016021,GO:0033162,GO:0042470,GO:0042803,GO:0043473,GO:0046872,GO:0046982,GO:0048471,GO:0048538
TYRO3	15	15	41851455	TYRO3 protein tyrosine kinase	GO:0000166,GO:0001779,GO:0004714,GO:0004716,GO:0004872,GO:0005524,GO:0005886,GO:0005887,GO:0006468,GO:0007155,GO:0007165,GO:0007283,GO:0021885,GO:0030168,GO:0032940,GO:0034446,GO:0042698,GO:0043277,GO:0043491,GO:0043524,GO:0043548,GO:0046982,GO:0051250,GO:0060068
TYROBP	19	19	36395470	TYRO protein tyrosine kinase binding protein	GO:0005057,GO:0005515,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0006968,GO:0007165,GO:0007411,GO:0034329,GO:0035556,GO:0050776
TYRP1	9	9	12693996	tyrosinase-related protein 1	GO:0005507,GO:0005515,GO:0010008,GO:0016020,GO:0016021,GO:0030318,GO:0030669,GO:0032438,GO:0033162,GO:0042438,GO:0042470,GO:0042803,GO:0043438,GO:0043473,GO:0046872,GO:0046982,GO:0016716
TYSND1	10	10	71899866	trypsin domain containing 1	GO:0004252,GO:0005777,GO:0006508,GO:0008233
TYW1	7	7	66461965	Protein required for the synthesis of wybutosine, a modified guanosine found at the 3-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions	GO:0005506,GO:0008033,GO:0010181,GO:0016491,GO:0046872,GO:0051539
TYW1B	7	7	72023756	tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae)	GO:0005506,GO:0008033,GO:0046872,GO:0051539,GO:0016491,GO:0010181
TYW3	1	1	75198928	Tyw3p	GO:0008033,GO:0008168,GO:0016740
Tmp21-II	8	8	146224283	NA	NA
U2AF1	21	21	44513211	U2 small nuclear RNA auxiliary factor 1	GO:0000166,GO:0000398,GO:0000398,GO:0000398,GO:0003723,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005681,GO:0006366,GO:0006369,GO:0006369,GO:0006397,GO:0006406,GO:0006406,GO:0008380,GO:0010467,GO:0015030,GO:0016607,GO:0031124,GO:0046872,GO:0050733,GO:0071013,GO:0008270
U2AF1L4	19	19	36233619	U2 small nuclear RNA auxiliary factor 1-like 4	GO:0000166,GO:0003723,GO:0005634,GO:0005681,GO:0006397,GO:0008270,GO:0008380,GO:0016607,GO:0046872
U2AF2	19	19	56166470	U2 small nuclear RNA auxiliary factor 2	GO:0000166,GO:0000398,GO:0000398,GO:0003723,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005681,GO:0006366,GO:0006369,GO:0006369,GO:0006397,GO:0006406,GO:0006406,GO:0008380,GO:0010467,GO:0019899,GO:0031124,GO:0070742
U58	18	18	47015678	protein UL87	NA
U87HG	8	8	67837777	NA	NA
UACA	15	15	70949394	uveal autoantigen with coiled-coil domains and ankyrin repeats	GO:0003674,GO:0005576,GO:0005624,GO:0005625,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0005856,GO:0008150,GO:0008630,GO:0008631,GO:0009411,GO:0042307,GO:0042347,GO:0043065,GO:0043280,GO:0043293,GO:0048471,GO:0050728
UAP1	1	1	162535858	UDP-N-acetylglucosamine pyrophosphorylase, putative	GO:0003977,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006048,GO:0006488,GO:0008152,GO:0016740,GO:0016779,GO:0018279,GO:0043687,GO:0044267
UAP1L1	9	9	139971984	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	GO:0008152,GO:0016740,GO:0016779
UBA1	X	X	47058201	Uba1p	GO:0000166,GO:0005515,GO:0005515,GO:0005524,GO:0006464,GO:0008219,GO:0016874,GO:0008641
UBA2	19	19	34919337	Nuclear protein that acts as a heterodimer with Aos1p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting essential for viability	GO:0000166,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0006464,GO:0008047,GO:0008134,GO:0016874,GO:0016925,GO:0019948,GO:0043085,GO:0046872,GO:0046982
UBA3	3	3	69104587	Protein that acts together with Ula1p to activate Rub1p before its conjugation to proteins (neddylation), which may play a role in protein degradation GFP-fusion protein localizes to the cytoplasm in a punctate pattern	GO:0000166,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0006464,GO:0006508,GO:0007113,GO:0016874,GO:0016881,GO:0016922,GO:0019781,GO:0046982,GO:0051726,GO:0045116
UBA5	3	3	132384673	ubiquitin-like modifier activating enzyme 5	GO:0000166,GO:0003824,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005737,GO:0016235,GO:0016616,GO:0043231,GO:0046872,GO:0048037,GO:0071566,GO:0071569
UBA52	19	19	18684110	ubiquitin A-52 residue ribosomal protein fusion product 1	GO:0000075,GO:0000082,GO:0000084,GO:0000187,GO:0000216,GO:0000278,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0002756,GO:0003735,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005840,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0006281,GO:0006412,GO:0006414,GO:0006415,GO:0006464,GO:0006915,GO:0006915,GO:0006916,GO:0006977,GO:0007173,GO:0007249,GO:0007254,GO:0008063,GO:0008624,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010467,GO:0016032,GO:0016032,GO:0016044,GO:0016070,GO:0016071,GO:0016197,GO:0019058,GO:0019083,GO:0030666,GO:0031018,GO:0031018,GO:0031145,GO:0031145,GO:0031145,GO:0031145,GO:0032480,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042059,GO:0042981,GO:0043123,GO:0044267,GO:0045087,GO:0048011,GO:0048011,GO:0050852,GO:0051092,GO:0051403,GO:0051436,GO:0051437,GO:0051439
UBA6	4	4	68484714	ubiquitin-like modifier activating enzyme 6	GO:0000166,GO:0005515,GO:0005524,GO:0005737,GO:0006464,GO:0006511,GO:0016567,GO:0016874,GO:0019780
UBA7	3	3	49842740	ubiquitin-like modifier activating enzyme 7	GO:0000166,GO:0005524,GO:0005829,GO:0006464,GO:0016874,GO:0019782,GO:0019941,GO:0032020,GO:0032480
UBAC1	9	9	138825245	UBA domain containing 1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0005794,GO:0005886
UBAC2	13	13	99853162	UBA domain containing 2	GO:0016020,GO:0016021
UBAP1	9	9	34220912	ubiquitin associated protein 1	GO:0005737
UBAP2	9	9	33922501	ubiquitin associated protein 2	NA
UBAP2L	1	1	154197599	ubiquitin associated protein 2-like	GO:0005515,GO:0005515,GO:0005671,GO:0007339
UBASH3A	21	21	43824054	ubiquitin associated and SH3 domain containing A	GO:0001817,GO:0005634,GO:0005737,GO:0005829,GO:0050860
UBASH3B	11	11	122526757	ubiquitin associated and SH3 domain containing B	GO:0004725,GO:0005634,GO:0005737,GO:0016787
UBB	17	17	16285221	ubiquitin B	GO:0000075,GO:0000082,GO:0000084,GO:0000187,GO:0000216,GO:0000278,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0002756,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0006281,GO:0006915,GO:0006915,GO:0006916,GO:0006977,GO:0007173,GO:0007249,GO:0007254,GO:0008063,GO:0008624,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0016032,GO:0016044,GO:0016070,GO:0016071,GO:0016197,GO:0030666,GO:0031145,GO:0031145,GO:0031145,GO:0031145,GO:0032480,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042059,GO:0042981,GO:0043123,GO:0045087,GO:0048011,GO:0048011,GO:0050852,GO:0051092,GO:0051403,GO:0051436,GO:0051437,GO:0051439
UBC	12	12	125396259	ubiquitin carrier protein	GO:0000075,GO:0000082,GO:0000084,GO:0000187,GO:0000216,GO:0000278,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0002756,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0006281,GO:0006915,GO:0006915,GO:0006916,GO:0006977,GO:0007173,GO:0007249,GO:0007254,GO:0008063,GO:0008624,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0010008,GO:0016032,GO:0016044,GO:0016070,GO:0016071,GO:0016197,GO:0030666,GO:0031145,GO:0031145,GO:0031145,GO:0031145,GO:0032480,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042059,GO:0042981,GO:0043123,GO:0045087,GO:0048011,GO:0048011,GO:0050852,GO:0051092,GO:0051403,GO:0051436,GO:0051437,GO:0051439
UBD	6	6	29523656	ubiquitin D	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0006508,GO:0006511,GO:0016235,GO:0016567,GO:0016567,GO:0032446,GO:0034341,GO:0034612,GO:0035417,GO:0043011,GO:0043065,GO:0043123,GO:0070628,GO:0070842
UBE2A	X	X	118708674	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	GO:0000166,GO:0000785,GO:0000790,GO:0001701,GO:0001741,GO:0004842,GO:0004842,GO:0005515,GO:0005524,GO:0006281,GO:0006301,GO:0006511,GO:0008284,GO:0009411,GO:0016568,GO:0016874,GO:0016881,GO:0031625,GO:0033522,GO:0051865,GO:0060135,GO:0070936,GO:0070979
UBE2B	5	5	133707286	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	GO:0000166,GO:0000209,GO:0000785,GO:0000790,GO:0001666,GO:0001701,GO:0001741,GO:0004842,GO:0004842,GO:0004842,GO:0004842,GO:0005515,GO:0005524,GO:0005634,GO:0005657,GO:0005737,GO:0005886,GO:0006281,GO:0006301,GO:0006301,GO:0006344,GO:0006511,GO:0006511,GO:0006513,GO:0006974,GO:0007283,GO:0007288,GO:0009411,GO:0010845,GO:0016567,GO:0016567,GO:0016874,GO:0016881,GO:0031056,GO:0031625,GO:0031625,GO:0032869,GO:0033128,GO:0033522,GO:0042493,GO:0043066,GO:0043161,GO:0043951,GO:0050821,GO:0051026,GO:0051865,GO:0060070,GO:0070076,GO:0070193,GO:0070534,GO:0070936,GO:0070979
UBE2C	20	20	44441334	ubiquitin-conjugating enzyme E2C	GO:0000075,GO:0000166,GO:0000278,GO:0004842,GO:0004842,GO:0004842,GO:0004842,GO:0005515,GO:0005524,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005680,GO:0005680,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006511,GO:0006511,GO:0007049,GO:0007051,GO:0007067,GO:0007094,GO:0008054,GO:0010458,GO:0010994,GO:0016567,GO:0016874,GO:0016881,GO:0031145,GO:0031145,GO:0031145,GO:0031145,GO:0031145,GO:0031536,GO:0048015,GO:0051301,GO:0051436,GO:0051436,GO:0051437,GO:0051439,GO:0051439,GO:0051488,GO:0070936,GO:0070979,GO:0070979,GO:0070979
UBE2CBP	6	6	83602740	ubiquitin-conjugating enzyme E2C binding protein	GO:0005737,GO:0016874
